,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
72,"Selamat (Selamat Tinggal)",Virgoun,372114,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
73,Adaptasi,Tulus,371272,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
74,Rehat,"Kunto Aji",369099,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
75,"La La Lost You - Acoustic Version",NIKI,367920,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
76,April,"Fiersa Besari",367447,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
77,"Sesuatu Di Jogja","Adhitia Sofyan",363439,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
78,"Kartonyono Medot Janji","Denny Caknan",361425,https://open.spotify.com/track/6bnCgtR9tDcADREMONA91t
79,Sorry,Pamungkas,359614,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
80,"Garis Terdepan","Fiersa Besari",356753,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
81,Dan...,"Sheila On 7",356220,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
82,"MORE & MORE",TWICE,352683,https://open.spotify.com/track/2bAAj29XGc4h1G4oEGYCmg
83,Kangen,"Dewa 19",346648,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
84,"Rain On Me (with Ariana Grande)","Lady Gaga",343320,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
85,"Fly Me to the Moon","The Macarons Project",341860,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
86,Januari,"Glenn Fredly",340820,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
87,lowkey,NIKI,339646,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
88,"Bicara (feat. Monita Tahalea)",TheOvertunes,330073,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
89,"Sweet Scar","Weird Genius",325571,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
90,"comethru (bonus track)","Jeremy Zucker",325054,https://open.spotify.com/track/1pV9TLnQdOHbvourRO7x4m
91,"Hanya Rindu",Andmesh,322788,https://open.spotify.com/track/2wLpTF8xnsSHDpFGeV43DT
92,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,320901,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
93,"Blinding Lights","The Weeknd",319901,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
94,"Lose Somebody",Kygo,317671,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
95,"Damaikan Dunia","Aldo Longa",317245,https://open.spotify.com/track/2sR4APGXRA2y0hqFGnFidN
96,Señorita,"Shawn Mendes",316729,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
97,"Roses - Imanbek Remix","SAINt JHN",315015,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
98,"Amin Paling Serius","Sal Priadi",313881,https://open.spotify.com/track/1q1dsfckKMgjfr8DfdeKfs
99,"I Still Love You",TheOvertunes,312657,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
100,"Rindu Dalam Hati","Arsy Widianto",310917,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
101,happy,Skinnyfabs,307803,https://open.spotify.com/track/2E532ozrMbRXwuZkpoegUP
102,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",306598,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
103,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,304055,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
104,"Watermelon Sugar","Harry Styles",298212,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
105,"Don't Watch Me Cry","Alex Porat",298131,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
106,WANNABE,ITZY,294667,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
107,"Langit Abu-Abu",Tulus,293934,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
108,"It's You","Ali Gatie",292413,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
109,"Fana Merah Jambu",Fourtwnty,291973,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
110,2002,Anne-Marie,290903,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
111,"Way Back Home",SHAUN,289952,https://open.spotify.com/track/3NxuezMdSLgt4OwHzBoUhL
112,"Say You Won't Let Go","James Arthur",287716,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
113,Telephone,EXO-SC,286380,https://open.spotify.com/track/6ksOaijLwaSWTVRtPgakt0
114,Menepi,"Woro Widowati",284900,https://open.spotify.com/track/4l6mLhnQtavrSM2fp4pBUF
115,Monokrom,Tulus,283390,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
116,"Dance Monkey","Tones And I",282514,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
117,"Tak Ingin Pisah Lagi","Marion Jola",281016,https://open.spotify.com/track/3TuWleBiR3aQaiwFZg9gg9
118,Hampa,"Ari Lasso",280252,https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0
119,"Pilu Membiru","Kunto Aji",280125,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
120,"Your eyes tell",BTS,276394,https://open.spotify.com/track/3TZ7NHkMT82AhwuYsd00Hz
121,"Best Part (feat. Daniel Caesar)",H.E.R.,276071,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
122,"Ruang Rindu",Letto,275465,https://open.spotify.com/track/3R7e2jGs4kNDvkzEvqcnsc
123,Soulmate,Kahitna,272914,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
124,Candy,BAEKHYUN,271362,https://open.spotify.com/track/6kKC35sKUh2FUx4M0qAL44
125,"Aku Bukan Untukmu",Rossa,271020,https://open.spotify.com/track/2DonLaO8H1Pa6MbuM2wbkf
126,Yummy,"Justin Bieber",269540,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
127,"la la la that’s how it goes",HONNE,269301,https://open.spotify.com/track/5Pw4Q2Z2NttJtISFFxe9MK
128,"Ramai Sepi Bersama",Hindia,267598,https://open.spotify.com/track/1VTjpFsZhnKvEgZhlzPIzb
129,"10,000 Hours (with Justin Bieber)","Dan + Shay",265821,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
