,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
86,Louboutin,"Vale pain",523786,https://open.spotify.com/track/7fzaDe7qR6IX2w275uX4Th
87,"In Piazza",Paky,516647,https://open.spotify.com/track/3N0cYpWubd9hAUApJDcLRw
88,"Non Me Ne Frega Un Cazzo (feat. Fabri Fibra)",Ernia,516631,https://open.spotify.com/track/3QGKwtZ2jRvI9AXzIQ2AhP
89,"Take 2",Shiva,514276,https://open.spotify.com/track/2IQcBTKoPl1CCrTQ2XQmGZ
90,"Be Kind (with Halsey)",Marshmello,513314,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
91,"Na Catena (feat. Roshelle)",Geolier,510501,https://open.spotify.com/track/1n16h52XziJJhIvWAIlz6k
92,"Dove e quando","Benji & Fede",509467,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
93,"Better Days - Giorni Migliori (with Negramaro)",OneRepublic,504396,https://open.spotify.com/track/6kfUXAS4K8zpNCADiFqMCt
94,"Domani ci passa",Ludwig,502750,https://open.spotify.com/track/3elLXGwE5zaREuOzWdlRJ2
95,"16 Marzo (feat. Gow Tribe)","Achille Lauro",496207,https://open.spotify.com/track/3nwH3HTFzpnRV5SqM9um3r
96,"Party HH - feat. Lazza",Tedua,495370,https://open.spotify.com/track/61koTDrwN9kZQmDhtH7NpM
97,"Dance Monkey","Tones And I",494233,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
98,"Per sentirmi vivo",Fasma,494133,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
99,Missili,"Frah Quintale",491090,https://open.spotify.com/track/5dcyltc1ataieXIeTqhH3t
100,"Rari - feat. Paky, Shiva",Tedua,490769,https://open.spotify.com/track/24UaUs34XY2PDek7j0OEgg
101,Bando,ANNA,490240,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
