,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
81,"Meri Aashiqui","Jubin Nautiyal",247812,https://open.spotify.com/track/2Zwv2vKU8mwgh2LI5GUKcT
82,"Kalank (Title Track)","Arijit Singh",246550,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
83,Closer,"The Chainsmokers",243984,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
84,"Kuch Bhi Ho Jaye","B Praak",240177,https://open.spotify.com/track/0IkC8QAKW1z0larWWtnSOO
85,Faded,"Alan Walker",239249,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz
86,"Breaking Me",Topic,238890,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
87,Yummy,"Justin Bieber",238152,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
88,Takeaway,"The Chainsmokers",237888,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
89,"Kho Gaye Hum Kahan","Jasleen Royal",237127,https://open.spotify.com/track/6nZiYSBwPQ7fYnVWkkkj4g
90,"Your eyes tell",BTS,236931,https://open.spotify.com/track/3TZ7NHkMT82AhwuYsd00Hz
91,"Kalla Sohna Nai",Akhil,233892,https://open.spotify.com/track/4yurVSNjaPBKkOpbZWtuJO
92,"Ik Vaari Aa (From ""Raabta"")","Arijit Singh",233518,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9
93,"I Like Me Better",Lauv,232151,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
94,Cradles,"Sub Urban",231697,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
95,"8 Parche","Baani Sandhu",231591,https://open.spotify.com/track/42ETKyApzUl8hTtytFAjen
96,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",231064,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
97,"Blueberry Faygo","Lil Mosey",227174,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
98,"Ik Tera","Maninder Buttar",226497,https://open.spotify.com/track/57DhVYA7E1CyrE4OKuyLb7
99,"Asal Mein","Darshan Raval",222702,https://open.spotify.com/track/1StFDfq4raRws97W8Wb3QS
100,"Same Beef",Bohemia,222284,https://open.spotify.com/track/65c6VCikt7f5sAS1heoYQC
101,"Party Girl (Remix)",StaySolidRocky,221805,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec
102,"Aaj Bhi","Vishal Mishra",220660,https://open.spotify.com/track/6LpswW9691XT9OjVSvDU6G
103,"Thandi Hawa",Ritviz,218975,https://open.spotify.com/track/7EPMILezRmD7gHhgx11e7k
104,"O Saki Saki (From ""Batla House"")","Neha Kakkar",218015,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
105,"7 rings","Ariana Grande",217610,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
106,"Khulke Jeene Ka","A.R. Rahman",216164,https://open.spotify.com/track/1XFZMenJ30FfGOsj8X5sqf
107,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")","Armaan Malik",214826,https://open.spotify.com/track/6tkl6rjuXWtVOCaXSSSCz2
108,"Boss Bitch","Doja Cat",214030,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
109,"Saari Ki Saari 2.0","Darshan Raval",213593,https://open.spotify.com/track/34ppgPuSUgKIqUIBT26ulf
110,Baari,"Bilal Saeed",213012,https://open.spotify.com/track/7cuYb19oTyv1tLTgzH7qpv
111,Bandook,"Nirvair Pannu",212012,https://open.spotify.com/track/0ay3P82zjXGRurkqKqbHub
112,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",210761,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
113,Jannat,"B Praak",210742,https://open.spotify.com/track/1RS7tM3j3ZHdiekHcC0lxr
114,"Break My Heart","Dua Lipa",209993,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
115,Maskhari,"A.R. Rahman",208339,https://open.spotify.com/track/3AeOPuf7VfwUsxeQNN9Vsv
116,Vaaste,"Dhvani Bhanushali",208016,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
117,"TKN (feat. Travis Scott)",ROSALÍA,207513,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
118,ROXANNE,"Arizona Zervas",207439,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
119,"Proper Patola",Badshah,206254,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
120,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",205639,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
121,Perfect,"Ed Sheeran",203529,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
122,FRIENDS,Marshmello,202784,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
123,"Let 'em Play","Karan Aujla",202042,https://open.spotify.com/track/6S6HSSk9HzWe3pqvUJn6Vq
