,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
97,"Wash Us In The Blood","Kanye West",6459,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG
98,Lalala,Y2K,6273,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
99,"Jocelyn Flores",XXXTENTACION,6267,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
100,"Bolka moya","Tsvetelina Yaneva",6254,https://open.spotify.com/track/6dLlspYfiur5j8R3u1Sua6
101,"Fighting Demons","Juice WRLD",6236,https://open.spotify.com/track/0jo6Nd4iJU0UFHqS0Xd4l4
102,Savage,"Megan Thee Stallion",6225,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
103,Chuzhda,Djulia,6220,https://open.spotify.com/track/7GJAzi1NtWsDODVm8lz9Hp
104,"Майната ти Св. Валентин",Konstantin,6208,https://open.spotify.com/track/6YMYxgAgA1dtpTPE0zLLxU
105,Gangstas,"Pop Smoke",6200,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
106,"Всекиму своето",FYRE,6165,https://open.spotify.com/track/0lKiqlTA0kN0k2TrjG5daO
107,"7 rings","Ariana Grande",6162,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
108,"hot girl bummer",blackbear,6083,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
109,"The Adventures of Moon Man & Slim Shady (with Eminem)","Kid Cudi",6076,https://open.spotify.com/track/38iBrrbbXyWaSPkmuDNgjZ
110,"2 Meter",Manuellsen,6060,https://open.spotify.com/track/3UCcoo3rC1Fl2pCBgBLDIP
111,"Past Life (with Selena Gomez)","Trevor Daniel",6052,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t
112,"Money In The Grave (Drake ft. Rick Ross)",Drake,6036,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
113,"Boss Bitch","Doja Cat",5942,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
114,"Taka ni se pada",Preslava,5934,https://open.spotify.com/track/4QVBJZKMRLl2XsSDGbsf7D
115,Djeale,Emilia,5934,https://open.spotify.com/track/2V5LZRtEyOIs3C1DC1s1oE
116,"Излъжи ме",Lidia,5899,https://open.spotify.com/track/197aNKfFNy02if3CpWStRI
117,"rockstar (feat. 21 Savage)","Post Malone",5898,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
118,"Едно сърце",Ballan,5861,https://open.spotify.com/track/7zutm7TEXa8KTMfpmWfVBA
119,"Sunday Best",Surfaces,5857,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
120,Poludyavash,Malkata,5827,https://open.spotify.com/track/0iIAmOd9IVJK5KZ7hx8eS5
121,"Майка му стара",SkandaU,5813,https://open.spotify.com/track/5zKG3eHDNhq2tAjruRnWeK
122,"Play Date","Melanie Martinez",5796,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
123,"Sofia Hills",FYRE,5751,https://open.spotify.com/track/788fXILjvTnAoHw4rtIJCA
124,"I tova shte otmine","DENIS TEOFIKOV",5741,https://open.spotify.com/track/4WGIDIyeKHeu9kAky2rVzN
125,"We Paid (feat. 42 Dugg)","Lil Baby",5740,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
126,"Screw Juice","Juice WRLD",5712,https://open.spotify.com/track/2XSO13Gyndo7MDdtYibIxO
127,"Look At Me!",XXXTENTACION,5701,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18
128,"Such a Whore (Stellular Remix)",Jvla,5698,https://open.spotify.com/track/6A25J9As7towpxovYryAWr
129,"Chicago Freestyle (feat. Giveon)",Drake,5688,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
130,"Mamino sinche",Emanuela,5681,https://open.spotify.com/track/1bpiguG1cTUay6WY1p15nk
131,KISLOROD,V:RGO,5668,https://open.spotify.com/track/0S3jZQi99RTd8YO5uvIhId
132,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,5648,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
133,"BUTTERFLY EFFECT","Travis Scott",5627,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
134,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",5616,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
135,Moonlight,XXXTENTACION,5613,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
136,"Aim For The Moon (feat. Quavo)","Pop Smoke",5599,https://open.spotify.com/track/6O7fPYTsb2mY0PiFt2ymDB
137,"Before You Go","Lewis Capaldi",5592,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
138,Heartless,"The Weeknd",5583,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
139,Believer,"Imagine Dragons",5550,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
140,"I Want It","Juice WRLD",5519,https://open.spotify.com/track/6RsRMf9e4KUyo3MecGffNL
141,BOP,DaBaby,5508,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
142,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",5468,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
143,"BALITE DEBELI",V:RGO,5449,https://open.spotify.com/track/4218ksI0hpODMgW9IeBqzi
144,"Ella Ella",DARA,5344,https://open.spotify.com/track/51iXf0uczhZaNjva8wADBv
145,STARGAZING,"Travis Scott",5325,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
146,"Go Crazy","Chris Brown",5311,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
147,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,5305,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
148,Circles,"Post Malone",5285,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
149,Koy,Aria,5246,https://open.spotify.com/track/0gkH2x7PQIPz4majlHkAqr
150,"you broke me first","Tate McRae",5211,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
151,"Piece Of Your Heart",MEDUZA,5200,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
152,"Sour Candy (with BLACKPINK)","Lady Gaga",5157,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
153,"Stay High","Juice WRLD",5152,https://open.spotify.com/track/1AnkdcHl86kEhDvhaKDuIe
154,"Get Back","Pop Smoke",5085,https://open.spotify.com/track/3DWjFSDEQ9IWz1mj449fB7
155,"Can't Die","Juice WRLD",5082,https://open.spotify.com/track/6DuHcOuuGWXNvF3uocsrBa
156,FEFE,6ix9ine,5068,https://open.spotify.com/track/2l8nEO0vsTRCRnGqQty6qx
157,Angelat,"Tsvetelina Yaneva",5064,https://open.spotify.com/track/6Mz5CHGtDObrnB7RmH2WeI
158,Bravo,"Itzo Hazarta",5057,https://open.spotify.com/track/0ypYK4kpq4ePvYyxZFrJuN
159,Fenomenalen,Galena,5054,https://open.spotify.com/track/69zyifKelGUoEBEKfCX5ri
160,"Make It Rain (feat. Rowdy Rebel)","Pop Smoke",5028,https://open.spotify.com/track/71d7LaAgPcNcUopu3OzmP7
161,"Up Up And Away","Juice WRLD",5012,https://open.spotify.com/track/5lcIegmdblnWqT9nS9EhZj
162,По-полека,"Stefan Valdobrev",5010,https://open.spotify.com/track/3yGTJ31rh0QYTh1W3yEpnr
163,ORIGAMI,V:RGO,5001,https://open.spotify.com/track/3i5EAn1bT7fJKWI2KilWfv
164,"SOSA MAJE",V:RGO,4989,https://open.spotify.com/track/2aXA19q9hOLYZAcU2wCWP8
165,"Zhivee mi se",Aria,4962,https://open.spotify.com/track/28aHpsqyGKMhSQlL8ySJVm
166,"'Till I Collapse",Eminem,4950,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
167,"Without Me",Halsey,4937,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
168,GATTI,JACKBOYS,4935,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g
169,"Feel It","Michele Morrone",4920,https://open.spotify.com/track/1sntdOU6b9fMuUOm3NPIuY
170,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",4901,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
171,"Lose Somebody",Kygo,4861,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
172,"Da Ili Ne",Krisko,4850,https://open.spotify.com/track/2rT6xyUhl3d1rGnvSjnWXz
173,"Old Town Road - Remix","Lil Nas X",4850,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
174,"Къде си",Diona,4848,https://open.spotify.com/track/37Jw3XewrNezUMlxvX4qeJ
175,Robbery,"Juice WRLD",4825,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
176,MODA,V:RGO,4802,https://open.spotify.com/track/66AkTkJ7mObCZQvIf4Ucsc
177,"44 BullDog","Pop Smoke",4773,https://open.spotify.com/track/7sjFIZ1g5QLJLGja3k592K
178,"Black Panther (feat. Rafal)",Nebezao,4768,https://open.spotify.com/track/4efLhkYJJf2R6WhbwpFi85
179,"I Don't Care (with Justin Bieber)","Ed Sheeran",4766,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
180,"Бийта като спре",FYRE,4762,https://open.spotify.com/track/5evJJmNenJJF04OBGEGgZc
181,Gorilla,2bona,4752,https://open.spotify.com/track/0ZqakYho8fupx0NyVcWg1M
182,"No Idea","Don Toliver",4740,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
183,"Be Happy","Dixie D’Amelio",4727,https://open.spotify.com/track/0egBBvt6cfROuCHP5nBABx
184,"GO (feat. Juice WRLD)","The Kid LAROI",4709,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
185,"Imam Chovek","Itzo Hazarta",4682,https://open.spotify.com/track/3bBIcLfShA5RAGmlwebWqw
186,"Some Say - Felix Jaehn Remix",Nea,4675,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
187,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,4672,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
188,"After Hours","The Weeknd",4667,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
189,"Tragvay si",Emilia,4662,https://open.spotify.com/track/1HFM7MynZQTota9GSdPZt5
190,"Ric Flair Drip (& Metro Boomin)",Offset,4595,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
191,"Like That (feat. Gucci Mane)","Doja Cat",4594,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
192,"Ayy Macarena",Tyga,4585,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
193,"Parasite Eve","Bring Me The Horizon",4572,https://open.spotify.com/track/5OxclJsdFESni44YlpNpkR
194,ENERGY,V:RGO,4559,https://open.spotify.com/track/18Zz2nauaDbDsgY7thFOS7
195,Monster,"Red Velvet - IRENE & SEULGI",4550,https://open.spotify.com/track/6c1QaQHdDhtFMfUkhueuXK
196,HUMBLE.,"Kendrick Lamar",4536,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
197,"Ко стана е","Atanas Kolev",4519,https://open.spotify.com/track/6h8SnsGbhkak8NgeFTV5G6
198,Nonstop,Drake,4515,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
199,Shallow,"Lady Gaga",4499,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
200,"Beautiful People (feat. Khalid)","Ed Sheeran",4492,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
