,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
94,Разнесем,"Max Korzh",20543,https://open.spotify.com/track/5d65qZVChlrFCIY3SITuLs
95,"Это любовь",Scriptonite,20502,https://open.spotify.com/track/1P9oRiZJWnxe2pZmYUZ5eC
96,"Горы по колено","Max Korzh",20449,https://open.spotify.com/track/7f6ALwMTMLAhXCfoHYLCsx
97,Supalonely,BENEE,20296,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
98,молчи,кис-кис,20243,https://open.spotify.com/track/4NjcBu9yymywoxK1l9tdBE
99,"Parasite Eve","Bring Me The Horizon",20108,https://open.spotify.com/track/5OxclJsdFESni44YlpNpkR
100,"Black Swan",BTS,20085,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
101,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",20050,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
102,"Поболело и прошло",HENSY,20038,https://open.spotify.com/track/6PBVlqjvNb26dYZOFKTX51
103,"Дико, например",PHARAOH,19936,https://open.spotify.com/track/3dzwxkefk58p6aXC3ADRt9
104,"Dionysus - Japanese ver.",BTS,19805,https://open.spotify.com/track/6j0NiWoRQDiNC05RwVVZNa
105,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",19784,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se
106,Brooklyn,"Miyagi & Andy Panda",19736,https://open.spotify.com/track/6WX6YUtobLydEjuvFqVggj
107,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",19704,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
108,Номера,LSP,19646,https://open.spotify.com/track/5M2su06vvCxNYWkYktVmwC
109,"Худший друг",Markul,19623,https://open.spotify.com/track/02ZNcMtFpToVAlirwhNxS0
110,"Пачка сигарет",LIZER,19355,https://open.spotify.com/track/0Y84vLtyOj2demvSdJ2l7N
111,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",19319,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
112,Lovefool,twocolors,19290,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
113,"Не по пути",PHARAOH,19233,https://open.spotify.com/track/5kElIh62XbmpGwfR0cYaZn
114,Танцуйте,ATL,19063,https://open.spotify.com/track/2sgyUEjvzSW0l6NgFBZ4Dt
115,"Евгений Онегин",kizaru,19029,https://open.spotify.com/track/5IMdE0Zf8VwjtYhFFd0VXq
116,"Surname (Prod. DJ Tape & Aarne)","Big Baby Tape",18961,https://open.spotify.com/track/5vu4YQc9QzfkKRvDGcKkOb
117,Привычка,Scriptonite,18746,https://open.spotify.com/track/1KuT6HbB5WKlesMuWWNeCv
118,B.I.D,Markul,18658,https://open.spotify.com/track/6GoRYFOMWoBNOKLwvuMdC3
119,Бандана,Платина,18563,https://open.spotify.com/track/5hxOo9pCGL5lYvLP5dMy9y
