,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
77,"Gaiola É o Troco","MC Du Black",55916,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
78,"Hoji N'ka ta Rola","Julinho Ksd",55736,https://open.spotify.com/track/3EtXiDhRO8psTWs2uY8nyA
79,Righteous,"Juice WRLD",55659,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
80,"Combatchy (feat. MC Rebecca)",Anitta,55365,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
81,Memories,"Maroon 5",55045,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
82,BRABA,"Luísa Sonza",54508,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
83,"Comprei um Lança","Mc Jacare",54471,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
84,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",53204,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
85,"Ride It",Regard,52467,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
86,"bad guy","Billie Eilish",51912,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
87,"Te Prometo","Dennis DJ",51555,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
88,FINAIS,ProfJam,51508,https://open.spotify.com/track/3485UyMhs2ZF50l9sIZEys
89,"Lose Control",MEDUZA,51456,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
90,"Piece Of Your Heart",MEDUZA,50567,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
91,"Vivi Good","Julinho Ksd",49713,https://open.spotify.com/track/6MLQRF8D7LsOvZwkt1UcZP
92,SENTADÃO,"Pedro Sampaio",49694,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
93,"I Don't Care (with Justin Bieber)","Ed Sheeran",49567,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
94,"Intentions (feat. Quavo)","Justin Bieber",49101,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
95,Ignorantes,"Bad Bunny",49093,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
96,Tranquilo,Aragão,47961,https://open.spotify.com/track/1fobXPCu47gikLMIoyQBLy
97,Dior,"Pop Smoke",47546,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
98,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",47513,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se
99,"Sentimento Safari","Julinho Ksd",47398,https://open.spotify.com/track/2t98sYRAQZAXqdwi3Sf6pQ
100,Bairro,"Wet Bed Gang",47108,https://open.spotify.com/track/1ai9FDnFQDv18WAtFhMTIz
101,"Se Eu","Fernando Daniel",46064,https://open.spotify.com/track/2avAoYtbiI5hw1O2F7skeN
102,Physical,"Dua Lipa",45678,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
103,"Beautiful People (feat. Khalid)","Ed Sheeran",45471,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
104,"Be Kind (with Halsey)",Marshmello,44973,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
105,Caramelo,Ozuna,44858,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG
106,"Sei Lá","Bárbara Tinoco",44762,https://open.spotify.com/track/1Zta013L8lvFsTjmnF34B6
107,Bússola,Nenny,44607,https://open.spotify.com/track/0HAIealfpi1oQ09yPMsUIK
108,Adoço,"Edgar Domingos",44240,https://open.spotify.com/track/7ffN1srH0lM39dddrG84Gs
109,"Tudo Aconteceu","MC Du Black",43914,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
110,Conto,Dillaz,43368,https://open.spotify.com/track/5lYAphI00oZ5ZtH7CEJDqV
111,"lovely (with Khalid)","Billie Eilish",42878,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
112,"Lucid Dreams","Juice WRLD",42817,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
113,Shallow,"Lady Gaga",42746,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
114,Savage,"Megan Thee Stallion",42206,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
115,"Lose Somebody",Kygo,42010,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
116,"Devia Ir","Wet Bed Gang",42006,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
117,"RITMO (Bad Boys For Life)","Black Eyed Peas",40622,https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
118,Ransom,"Lil Tecca",40445,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
119,"Tou Bem (feat. Lhast)",ProfJam,40404,https://open.spotify.com/track/0gzwa0yJncSs29DjXajA5i
120,Vencedor,"Phoenix Rdc",40237,https://open.spotify.com/track/4a0H1kKez7UVLveRL5cEgy
121,Relación,Sech,40205,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
122,"1 de Abril",Plutónio,39980,https://open.spotify.com/track/5ZxHzpxIEr0rxGJN8Jsdjy
123,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",39675,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
124,"Deixa Eu Te Chamar de Mozão","Dj Juninho 22",39602,https://open.spotify.com/track/2YNG9JeshL9zj6WzcFn63T
125,"Know Your Worth",Khalid,39452,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
126,"Meu Deus",Plutónio,39435,https://open.spotify.com/track/6jx4yp7a9uUUN28Hr244fp
127,Gangsta,"Instinto 26",39371,https://open.spotify.com/track/2lNBIMKsS5lEyYrp7nytfd
128,"After Party","Don Toliver",38975,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
129,"Tócame (feat. Arcangel & De La Ghetto)",Anitta,38960,https://open.spotify.com/track/4cno0k9jDEFpLAQyHNjqVx
130,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",38760,https://open.spotify.com/track/7iIzwqG5UxPYwTYUUK4pzU
131,Irresponsável,"Wet Bed Gang",38730,https://open.spotify.com/track/1AgqELuodwiIUbJhXM74Jx
132,"(não) era amor","Giulia Be",36962,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi
133,"BUTTERFLY EFFECT","Travis Scott",36915,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
134,"2020 (feat. Slow J)",Lhast,36804,https://open.spotify.com/track/19J1fuhnZdlDM7UNM7SUjS
135,"GO (feat. Juice WRLD)","The Kid LAROI",36745,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
136,"Go Crazy","Chris Brown",36653,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
137,"Não Preciso (feat. Dylan)",TAY,36270,https://open.spotify.com/track/0KO1f2y6aO5ouVwWZ8Uauw
138,"DAMN / SKY (feat. ProfJam)","LON3R JOHNY",35960,https://open.spotify.com/track/3djugNm18XH4pUAcP0tyhh
139,"Got It On Me","Pop Smoke",35879,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
140,YAYA,6ix9ine,35849,https://open.spotify.com/track/6EfBMJQwe2xLgldra6DaYp
141,Popcorn,"Wet Bed Gang",35687,https://open.spotify.com/track/7GDt5IqFVRliFZgfTs4qVI
142,"Blood On My Jeans","Juice WRLD",35518,https://open.spotify.com/track/3MmCFghNjzZMn3HKqbVizn
143,"WHATS POPPIN","Jack Harlow",35238,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
144,"Rave de Favela (feat. BEAM)","Major Lazer",35044,https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
145,Titanic,"Juice WRLD",34991,https://open.spotify.com/track/1QoG0Yqz1onMsdbOibZVke
146,Malibu,ProfJam,34943,https://open.spotify.com/track/0VoXqU82KkwEab9b5f8T4M
147,"Teu Olhar","Matias Damásio",34714,https://open.spotify.com/track/1AvnHYxwYDVJI2ff6h9z4m
148,"Vergonha na Cara",Plutónio,34433,https://open.spotify.com/track/7tgcYERxLChrwBIWp1mrv3
149,Bolero,X-Tense,34081,https://open.spotify.com/track/7mdE30Ov4in9UOCUcQiIK0
150,"Bad Energy","Juice WRLD",33894,https://open.spotify.com/track/0JoWBcL61YWLXM5vW0YTHO
151,"Vem Me Satisfazer","MC Ingryd",33673,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
152,"OUT WEST (feat. Young Thug)",JACKBOYS,33653,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
153,"Antes Dela Dizer Que Sim","Bárbara Tinoco",33604,https://open.spotify.com/track/6PLVLWG3bjuKrvMJmwjps1
154,Deixa,"Mc Th",33442,https://open.spotify.com/track/4zZ2rPOa8itw3VuusVSicv
155,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",33269,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
156,XPIDI,ProfJam,33267,https://open.spotify.com/track/4Ty4XfOHdUFIXmVtBIFMIG
157,"Godzilla (feat. Juice WRLD)",Eminem,32892,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
158,Hotel,mishlawi,32865,https://open.spotify.com/track/5U41K61DdhoVe7PJP9emUU
159,PERFECTION,ProfJam,32795,https://open.spotify.com/track/3b6liVb070pL7CT28bsvt4
160,"Rover (feat. DTG)",S1mba,32753,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
