,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
99,"Cainele Meu",Abi,21202,https://open.spotify.com/track/1RFZRiVYv7gJ2TbyCubY0x
100,Zendaya,Ian,21149,https://open.spotify.com/track/1Rn0BcmlMIln0tapy6CaRW
101,"Xanny - Remix","Marko Glass",21033,https://open.spotify.com/track/4oMPZbzG1dK2UltYojsKu8
102,ROXANNE,"Arizona Zervas",20978,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
103,Contactu,"OG Eastbull",20888,https://open.spotify.com/track/2n62iPgTDwjpZz1LE08IKE
104,Ransom,"Lil Tecca",20832,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
105,"bad guy","Billie Eilish",20718,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
106,SAD!,XXXTENTACION,20650,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
107,"Say So","Doja Cat",20562,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
108,"Sunday Best",Surfaces,20514,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
109,"I See Red","Everybody Loves an Outlaw",20502,https://open.spotify.com/track/5MAK1nd8R6PWnle1Q1WJvh
110,"Jocelyn Flores",XXXTENTACION,20320,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
111,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ty Dolla $ign",20117,https://open.spotify.com/track/4JB0EAT4BkLShTyTt50FmO
112,Secrets,Regard,20106,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
113,Señorita,"Shawn Mendes",20023,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
114,Tacsu,"Marko Glass",20012,https://open.spotify.com/track/3K1VMhVAbP5LyyLMwDOJ7P
115,Circles,"Post Malone",19658,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
116,"Fighting Demons","Juice WRLD",19642,https://open.spotify.com/track/0jo6Nd4iJU0UFHqS0Xd4l4
117,"Ce-Ţi Cântă Dragostea",Roxen,19527,https://open.spotify.com/track/2SbIarT6RP85tisGUGzCud
118,"Let Me Down Slowly","Alec Benjamin",19381,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
119,"lovely (with Khalid)","Billie Eilish",19374,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
120,"Chicago Freestyle (feat. Giveon)",Drake,19023,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
121,"Seara De Seara","Carla's Dreams",18881,https://open.spotify.com/track/2nxtGyeiTJ8CsDhPyzveR7
122,"hot girl bummer",blackbear,18469,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
123,"Play Date","Melanie Martinez",18352,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
124,BOP,DaBaby,18346,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
125,"Wash Us In The Blood","Kanye West",18227,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG
126,"Go Crazy","Chris Brown",18086,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
127,"BUTTERFLY EFFECT","Travis Scott",17899,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
128,"Screw Juice","Juice WRLD",17834,https://open.spotify.com/track/2XSO13Gyndo7MDdtYibIxO
129,"3 Lucruri",Nane,17777,https://open.spotify.com/track/1hrvlGX3liDkT1VsSL9uDN
130,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",17706,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
131,Vvs,Azteca,17586,https://open.spotify.com/track/2ogaYFQvPmqxwQ29tDGEdk
132,Slăbiciuni,"DJ Project",17547,https://open.spotify.com/track/0Fx4mdAm8mPLGuTJB0ajB2
133,"everything i wanted","Billie Eilish",17492,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
134,"Lose Somebody",Kygo,17397,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
135,Bambolina,"Killa Fonic",17330,https://open.spotify.com/track/3sAnuEMv1wpSPGwiQZuhSP
136,"Sute Albastre",Azteca,17308,https://open.spotify.com/track/5UJYv3KCtkNiHLF6CbLdlK
137,"I Want It","Juice WRLD",17287,https://open.spotify.com/track/6RsRMf9e4KUyo3MecGffNL
138,"We Paid (feat. 42 Dugg)","Lil Baby",17205,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
139,"Ok Okey",Oscar,17077,https://open.spotify.com/track/21lvS2OJlPSNjJNBx3nwJV
140,"No Idea","Don Toliver",17062,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
141,"Can't Die","Juice WRLD",17059,https://open.spotify.com/track/6DuHcOuuGWXNvF3uocsrBa
142,"Fisa - Freestyle","Super Ed",17019,https://open.spotify.com/track/112qBUNlsahe1nBKdek7tD
143,"Adore You","Harry Styles",16935,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
144,"Up Up And Away","Juice WRLD",16778,https://open.spotify.com/track/5lcIegmdblnWqT9nS9EhZj
145,Lalala,Y2K,16765,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
146,Colectez,Ian,16716,https://open.spotify.com/track/1Tbs9zRNLfn2T1xVCfRCf2
147,Memories,"Maroon 5",16628,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
148,"Stay High","Juice WRLD",16612,https://open.spotify.com/track/1AnkdcHl86kEhDvhaKDuIe
149,X-Men,Ian,16556,https://open.spotify.com/track/0FKPLaQd918tdp32A0oW0W
150,Youngblood,"5 Seconds of Summer",16458,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
151,"Strazile din Bucuresti","Florian Rus",16379,https://open.spotify.com/track/1tDk0Jot1RkxsPTPXaNM7k
152,"Kurt Cobain",Amuly,16372,https://open.spotify.com/track/2gbMlxfgKTp8XOkH3F4yyd
153,P2,"Lil Uzi Vert",16359,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
154,Retrograd,"DJ Project",16347,https://open.spotify.com/track/1QdlZmNtIhK2QaV8Yis6zZ
155,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",16172,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
156,STARGAZING,"Travis Scott",16110,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
157,Shoturi,"Lino Golden",16099,https://open.spotify.com/track/4cet1h6g3gmjvd0kloLWp1
158,"7 rings","Ariana Grande",15900,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
159,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,15817,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
160,"Vin Mascatii","Marko Glass",15798,https://open.spotify.com/track/7BQsFFZbNVKTBwUo8TAxRV
161,"Beautiful People (feat. Khalid)","Ed Sheeran",15591,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
162,Moonlight,XXXTENTACION,15534,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
163,"Got It On Me","Pop Smoke",15531,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
164,"I Don't Care (with Justin Bieber)","Ed Sheeran",15470,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
165,"rockstar (feat. 21 Savage)","Post Malone",15464,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
166,"The Adventures of Moon Man & Slim Shady (with Eminem)","Kid Cudi",15388,https://open.spotify.com/track/38iBrrbbXyWaSPkmuDNgjZ
167,ADN,Ian,15351,https://open.spotify.com/track/5zHVS7UdcdeOKFh3Y7wKpv
168,Player,Ian,15345,https://open.spotify.com/track/7x0UdBzgDqtFCLfD5jzL34
169,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",15302,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
170,"Man Of The Year","Juice WRLD",15056,https://open.spotify.com/track/1uA914Md6wsy9NDryyBypH
171,Flexez,Ian,15009,https://open.spotify.com/track/0EoMxf417PnGSsdpMGg1hE
172,"GO (feat. Juice WRLD)","The Kid LAROI",14988,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
173,Robbery,"Juice WRLD",14956,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
174,"Milano Mood",Nane,14892,https://open.spotify.com/track/31rai8QLbAPPV3P6JxLRJL
175,"Some Say - Felix Jaehn Remix",Nea,14875,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
176,"Piece Of Your Heart",MEDUZA,14777,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
177,Wow.,"Post Malone",14750,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
178,"Taste (feat. Offset)",Tyga,14610,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt
179,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,14589,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
180,"Ric Flair Drip (& Metro Boomin)",Offset,14559,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
181,"60 De Zile II",Ian,14550,https://open.spotify.com/track/1znkeVc5PxzRY1Ua0vBmg7
182,"Without Me",Halsey,14543,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
183,"Don't Rush (feat. Headie One)","Young T & Bugsey",14529,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
184,"Some Say",Nea,14458,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
185,"Ayy Macarena",Tyga,14350,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
186,Leila,Exploit,14327,https://open.spotify.com/track/3z9sZ9zl808RdH2KFanWca
187,"Alone, Pt. II","Alan Walker",14302,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
188,"Oriunde Ma Duc",Oscar,14279,https://open.spotify.com/track/4Kl89C0PYWxerQ4DP7LgKr
189,"Money In The Grave (Drake ft. Rick Ross)",Drake,14267,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
190,"XO Tour Llif3","Lil Uzi Vert",14259,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
191,Believer,"Imagine Dragons",14239,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
192,"In Your Eyes (feat. Alida)","Robin Schulz",14231,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
193,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,14228,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
194,Physical,"Dua Lipa",14098,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
195,"Turks (with Gunna & ft. Travis Scott)",NAV,14015,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2
196,Papi,"Marko Glass",13996,https://open.spotify.com/track/4WT5lLD6sUZfDIs0yJSEYS
197,Lowkey,Nane,13968,https://open.spotify.com/track/0foLIyDxHKsPEion6OvGTX
198,"Get Back","Pop Smoke",13949,https://open.spotify.com/track/3DWjFSDEQ9IWz1mj449fB7
199,Skechers,DripReport,13896,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
200,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",13873,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
