,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
56,"death bed (coffee for your head) (feat. beabadoobee)",Powfu,18530,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
57,"Quiéreme Mientras Se Pueda","Manuel Turizo",18411,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
58,China,"Anuel AA",17543,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
59,Infeliz,Arcangel,17475,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
60,"Bellaquita - Remix",Dalex,17312,https://open.spotify.com/track/4GGwM2Krtlx9G9ii1RaEOx
61,"El Mismo Aire - con Pablo Alborán",Camilo,16300,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS
62,+Linda,Dalex,16065,https://open.spotify.com/track/5cBrOhKDyiJF9bPGUHKkG0
63,"Se Me Olvidó","Christian Nodal",15727,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
64,Girl,"Myke Towers",15657,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
65,"Por Primera Vez",Camilo,15628,https://open.spotify.com/track/0pgj4EzB1XRqgZemoMNG5D
66,Tutu,Camilo,15569,https://open.spotify.com/track/1Ol5LmdNDNpFu1oNwfgkux
67,Medusa,"Jhay Cortez",15446,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
68,"Roses - Imanbek Remix","SAINt JHN",15265,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
69,"BAD CON NICKY","Bad Bunny",15075,https://open.spotify.com/track/5bmSver2b3ZXyuyLKtgnFI
70,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,15072,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
71,"Soltera - Remix",Lunay,15056,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
72,"RITMO (Bad Boys For Life)","Black Eyed Peas",14824,https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
73,"De Los Besos Que Te Di","Christian Nodal",14746,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
74,"Si Te Vas",Sech,14712,https://open.spotify.com/track/2aGN6PplBq0xigh2lmqLbw
75,"Break My Heart","Dua Lipa",14541,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
76,Djadja,"Aya Nakamura",14527,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
77,"QUE PRETENDES","J Balvin",14473,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
