,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
133,"Calma - Remix","Pedro Capó",343550,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
134,Callaita,"Bad Bunny",341143,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
135,Medusa,"Jhay Cortez",340098,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
136,"Se Te Nota","Chema Rivas",336567,https://open.spotify.com/track/7qqa7UQhQW9uy9DKf2td0n
137,"Some Say",Nea,336386,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
138,Blanco,"J Balvin",335403,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
139,"Soldadito marinero","Fito y Fitipaldis",334353,https://open.spotify.com/track/0eVborSuxUeSg0meWYd9dZ
140,Presiento,Morat,332723,https://open.spotify.com/track/2V4hc5gplg7EXlrRUvD4rp
141,"Como Si Fueras a Morir Mañana",Leiva,331070,https://open.spotify.com/track/4aAfLSx9IthpC3Pw5pNk3E
142,"Que Mal Te Fue","Natti Natasha",329546,https://open.spotify.com/track/2btKz4s1XrMn5VHe7xZJpi
143,"Dime A Ve","Jhay Cortez",327693,https://open.spotify.com/track/0HMTIZ3iQ6QNjBaD9IE7ZZ
144,"A Dónde Vamos",Morat,326658,https://open.spotify.com/track/671sG3ETDxC3L6qcGIrHRM
145,"Say So","Doja Cat",324998,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
146,Tutu,Camilo,320549,https://open.spotify.com/track/1Ol5LmdNDNpFu1oNwfgkux
147,"La Rubia - Remix 2","La Nueva Escuela",317843,https://open.spotify.com/track/7KKTnv81z6DmfPIGsZWjOW
148,Rueda,Chimbala,315264,https://open.spotify.com/track/4NDHYPVJ5zLnR8yYZsMDsu
149,Señorita,"Shawn Mendes",315021,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
150,"La flaca","Jarabe De Palo",313381,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
151,Bobo,Morad,312982,https://open.spotify.com/track/4zQIamp851N57SyWqAYcZR
152,"Pirueta (with Arcangel, Chencho Corleone, feat. Wisin & Yandel, Myke Towers)","Dímelo Flow",312817,https://open.spotify.com/track/5tx7TTJEcrV5642l0Sn2sD
153,"Fantasias - Remix","Rauw Alejandro",311226,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
154,Princesas,Pereza,310114,https://open.spotify.com/track/3hlWUNjAlbZ6nOjAbrivBv
155,"Toosie Slide",Drake,309861,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
156,Jangueo,"Alex Rose",309018,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
157,"Me Equivocaré","Antonio José",306256,https://open.spotify.com/track/5zsvrbPy4w9nz067ViWprz
158,"Tu Eres Un Bom Bom - Remix","Kafu Banton",306166,https://open.spotify.com/track/2635EEV2Oi6wg6GV2TPYVx
159,"Hola - Remix",Dalex,304319,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
160,"Break My Heart","Dua Lipa",303614,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
161,Follow,"KAROL G",300057,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
162,Bésame,"David Bisbal",299159,https://open.spotify.com/track/7kcSKOl5rR4zGxFNYhkeRX
163,"CANCIÓN CON YANDEL",Yandel,296953,https://open.spotify.com/track/3pm4XtcsRIFFtH2UErk62R
164,"Ya mi mama me decía",Guitarricadelafuente,295797,https://open.spotify.com/track/2AviITab6bCBtts9zJIPYz
165,"Someone You Loved","Lewis Capaldi",295557,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
166,"Con Altura",ROSALÍA,293286,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
167,"Whine Up","Nicky Jam",293247,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
168,"La Bella y la Bestia",Reik,289187,https://open.spotify.com/track/0G0p7mc4wEaQTsUpzEmkEs
169,Keii,"Anuel AA",288805,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
170,"Batmóvil - Remix",Hens,287227,https://open.spotify.com/track/3yOmf3oK10XIVRc99bwSyO
171,"Adicto (with Anuel AA & Ozuna)",Tainy,287210,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
172,"He Visto",Morad,286518,https://open.spotify.com/track/3lXlsmAYcTq4Oe0z7wEMXa
173,"Algo Mágico","Rauw Alejandro",285638,https://open.spotify.com/track/0zlnHTHiBQ68ZCAmTw5ozm
174,"Con Calma","Daddy Yankee",284347,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
175,"Borracho De Amor","Cali Y El Dandee",282580,https://open.spotify.com/track/6CjbapUTRa0QabxJajf6pU
176,"Si Veo a Tu Mamá","Bad Bunny",279127,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
177,"Me Provocas",Dynoro,278237,https://open.spotify.com/track/7sEwsJK7Ol0J6PFV9nioxu
178,"FEEL THE BEAT","Black Eyed Peas",276799,https://open.spotify.com/track/2nfFzgqp18tzFWrUCxFHpo
179,"Otro Trago - Remix",Sech,276361,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
180,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,276187,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
181,"Easy - Remix","Jhay Cortez",272303,https://open.spotify.com/track/1NmQc6rwLv7g0UHL1AFOa9
182,"Dream Girl - Remix","Ir Sais",271677,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
183,goosebumps,"Travis Scott",271579,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
184,"Malibú con Piña","Funzo & Baby Loud",270543,https://open.spotify.com/track/4T7SpjqFNSpfdAsN66DkiE
185,"Que Se Joda","Anuel AA",270376,https://open.spotify.com/track/5p3JJehpKHjr9pJT5eD2Lz
186,"Como Camarón",Estopa,270244,https://open.spotify.com/track/1VB4sadHjFcFklHcZuoROi
187,Tabú,"Pablo Alborán",269631,https://open.spotify.com/track/471HeGJPKw07MObixON0Um
188,"El Fin del Mundo","La La Love You",268598,https://open.spotify.com/track/5SeYlZyKVENMOxiSPQkKyw
189,Supalonely,BENEE,267983,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
190,Gentleman,Cepeda,266984,https://open.spotify.com/track/3Q797tkAExVmmJjEDNNLns
191,Bésame,Play-N-Skillz,266918,https://open.spotify.com/track/3SDvcxPcU7BlV1dAne4dWM
192,"Caminando por la vida",Melendi,266426,https://open.spotify.com/track/3v1dCP3hk2djfWryqfp7sx
193,Inolvidable,"Ovy On The Drums",266224,https://open.spotify.com/track/0OTtnwUO8natNWSwdZvXVF
194,Memories,"Maroon 5",262857,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
195,"Soltera - Remix",Lunay,261820,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
196,Fuego,Estopa,261773,https://open.spotify.com/track/5Aax4WuBCyiVp4NDB3lg5j
197,"La Calle","Alex Sensation",260107,https://open.spotify.com/track/4yL2Z0APTcHIE9RJWVfTUt
198,"LA CANCIÓN","J Balvin",258645,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
199,"Ma Vie (feat. Yay)","Kidd Keo",256258,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
200,"Party Girl (Remix)",StaySolidRocky,256024,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec
