,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
56,"Sunday Best",Surfaces,8991,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
57,"Dance Monkey","Tones And I",8989,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
58,"Ooh Aah","Púr Múdd",8832,https://open.spotify.com/track/5bLYTndZBHgOzc6pzb8VBb
59,"Nagu kuu",AG,8799,https://open.spotify.com/track/5SMUsiqh9SH9WGxLjWcJhe
60,"Bad Energy","Juice WRLD",8717,https://open.spotify.com/track/0JoWBcL61YWLXM5vW0YTHO
61,"The Box","Roddy Ricch",8668,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
62,Kuule,"Karl-Erik Taukar",8616,https://open.spotify.com/track/4YTMYbXHpvqG4EbgEkBOGc
63,"THE SCOTTS","THE SCOTTS",8528,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
64,"Ride It",Regard,8411,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
65,"Stuck with U (with Justin Bieber)","Ariana Grande",8411,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
66,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",8245,https://open.spotify.com/track/7iIzwqG5UxPYwTYUUK4pzU
67,Secrets,Regard,8222,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
68,Rotterdam,Nublu,8203,https://open.spotify.com/track/6Sww4TlGIWXPSawXuJjHDI
69,Tmt,Nublu,8199,https://open.spotify.com/track/4pBHwhJOeTivwkxjLm75jN
70,"Say So","Doja Cat",8181,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
71,"Stay High","Juice WRLD",8051,https://open.spotify.com/track/1AnkdcHl86kEhDvhaKDuIe
72,"Up Up And Away","Juice WRLD",7971,https://open.spotify.com/track/5lcIegmdblnWqT9nS9EhZj
73,"everything i wanted","Billie Eilish",7959,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
74,"Man Of The Year","Juice WRLD",7930,https://open.spotify.com/track/1uA914Md6wsy9NDryyBypH
75,"Fighting Demons","Juice WRLD",7919,https://open.spotify.com/track/0jo6Nd4iJU0UFHqS0Xd4l4
76,"Lucid Dreams","Juice WRLD",7859,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
77,"HIGHEST IN THE ROOM","Travis Scott",7728,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
