,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
58,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",41900,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
59,Business,TOQUEL,41359,https://open.spotify.com/track/3gN3eHqeAp9NSQUAT9xtzg
60,Selina,"DJ Stephan",40918,https://open.spotify.com/track/50ARQT3xO7YLtz8gf4a13X
61,"Break My Heart","Dua Lipa",40839,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
62,"Oh No",SNIK,40408,https://open.spotify.com/track/4bj3XvWwPxRaONwpeTDQLb
63,"Rain On Me (with Ariana Grande)","Lady Gaga",40157,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
64,GOGO,Saske,39847,https://open.spotify.com/track/7FzClcvQM7oWdmzYZEQTHA
65,goosebumps,"Travis Scott",39662,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
66,"Colpo Grosso",SNIK,39000,https://open.spotify.com/track/7EjTKUE5HYHIecjIZIYIiW
67,"Life Is Good (feat. Drake)",Future,38857,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
68,Temperatura,"Eleni Foureira",38801,https://open.spotify.com/track/5VlJblvwZ8mUUHxnqtVgXN
69,Montecristo,"Mad Clip",38748,https://open.spotify.com/track/0g3fKXiX2AANAX3k6FnKib
70,"Don't Start Now","Dua Lipa",38466,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
71,"Wishing Well","Juice WRLD",38027,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
72,Conversations,"Juice WRLD",36832,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P
73,Barcode,Rack,36014,https://open.spotify.com/track/42mmyfhNOjoLBdAYirszzB
74,Netflix,TOQUEL,35943,https://open.spotify.com/track/2JwQnJFhBVjX6XR9d0bq7S
75,"Oxi Simera",LEX,35885,https://open.spotify.com/track/0dD17UWACV5aYTyeS6af1k
76,"SICKO MODE","Travis Scott",35684,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
77,"Dance Monkey","Tones And I",35297,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
78,"Life's A Mess (feat. Halsey)","Juice WRLD",34824,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
79,MAMACITA,"Black Eyed Peas",34636,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
80,"ily (i love you baby) (feat. Emilee)","Surf Mesa",34058,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
81,STASOU,iLLEOo,33776,https://open.spotify.com/track/5iaRKi2i6q6h5NfYqNbYh2
82,"Kivotos - 2020 version","Katy Garbi",33554,https://open.spotify.com/track/13ldRHqXsxvnHdsfGahK4O
83,"WHATS POPPIN","Jack Harlow",33210,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
84,Gangstas,"Pop Smoke",33108,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
85,"BIG MAN",SNIK,33019,https://open.spotify.com/track/7qd01xrME77eyWqGPumC2J
86,Kilo,SNIK,32842,https://open.spotify.com/track/4ecHU2aezmTqsMtRkwxjbe
87,Highway,SNIK,32140,https://open.spotify.com/track/1lbrmucxyaFko2m90S2NIU
88,"TROLLZ (with Nicki Minaj)",6ix9ine,31645,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
89,PTSD,SNIK,31626,https://open.spotify.com/track/3sHPvvBwEDwg5kaDoIMy87
90,Medusa,SNIK,31431,https://open.spotify.com/track/5Q02Ux3sh1CyPXtTN7JJ4z
91,"In Your Eyes","The Weeknd",30788,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
92,"Ride It",Regard,30732,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
93,"Deja Vu",Hawk,30595,https://open.spotify.com/track/5A1uS1PcKcMsMG36KgAq1d
94,Nero,Ν.Ο.Ε.,30204,https://open.spotify.com/track/0SKXNVj9gR7kpwFVmeWSX5
95,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",29981,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se
96,Motto,MG,29404,https://open.spotify.com/track/1Dg4K5rscxqz6LyMDGMuED
97,"NA ME FOVASAI",iLLEOo,29349,https://open.spotify.com/track/6HY76nDB1wVgn6Q24lhJmK
98,Mosca,Light,29314,https://open.spotify.com/track/3rwuYQM6eEqTLWapNYAeZD
99,Righteous,"Juice WRLD",29255,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
100,Supalonely,BENEE,29246,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
101,"Opos Palia","DJ Stephan",29105,https://open.spotify.com/track/3YxsNltds1QUQEo5wdbbuK
102,"Vgazei Story",Sele,28567,https://open.spotify.com/track/7IqAw0ffDEuOBxImNdInvp
103,Izy,MG,28538,https://open.spotify.com/track/5CwpYhUlWkuzqnbd6DpLxs
104,"Just Like Me",Fy,28363,https://open.spotify.com/track/7BBgzZ4jC658I2jONXYZGV
