,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
104,שבועיים,"Eden Hason",29683,https://open.spotify.com/track/6Pe9LIkWZ28BuAA3NYlLCl
105,GOOBA,6ix9ine,29566,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
106,Memories,"Maroon 5",29357,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
107,"Say So","Doja Cat",29325,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
108,"נתראה בגלגול הבא","Ravid Plotnik",29302,https://open.spotify.com/track/6FCWTPS5kNoXIV9fx0PgAQ
109,פרמיטיבי,"Moshiko Mor",29251,https://open.spotify.com/track/7KRDONF9nl3zjvxuiizHze
110,מחכה,"Idan Rafael Haviv",29200,https://open.spotify.com/track/0gJf5qON4YDpg3ZVLtTaas
111,"כל הזמן אומרת","Osher Cohen",29175,https://open.spotify.com/track/07QjlNSuwYCwG2uPJFMDik
112,"בין קודש לחול","Amir Dadon",29039,https://open.spotify.com/track/3V1FEnWwoN0pt2n4F6JrNx
113,"Intentions (feat. Quavo)","Justin Bieber",28835,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
114,"מכל האהבות הזמניות","Eyal Golan",28755,https://open.spotify.com/track/2P1i6sJuceleJKiisQyJWu
115,Powerful,"Red Band",28560,https://open.spotify.com/track/6bIZYCeCEixok9C8DtlI8P
116,Circles,"Post Malone",28305,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
117,"סטפן לגר","Dudu Faruk",28186,https://open.spotify.com/track/1QJhpK87iwAOd1Su21ZHBp
118,Shallow,"Lady Gaga",27852,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
119,"Godzilla (feat. Juice WRLD)",Eminem,27527,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
120,"יעשו לנו כבוד","Omer Adam",27452,https://open.spotify.com/track/0GmaOpCPWv7uDuTub2SNLU
121,"כמו כל יום","Idan Rafael Haviv",26965,https://open.spotify.com/track/18nBGeCUWq1H0mqR6KX0Ka
122,"מה את מרגישה","Idan Amedi",26905,https://open.spotify.com/track/2B9M3TbpXWZGupKfAoufUp
123,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",26853,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
124,"מים שקופים","Omer Adam",26647,https://open.spotify.com/track/2m50HsnzEczYBaYrcf7duI
125,"דבש ותפוח","Tomer Yosef",26645,https://open.spotify.com/track/5fFNw4YX4N8sR1CFzbPTDW
126,"עולם משוגע",Tuna,26499,https://open.spotify.com/track/4JmmjsGmOED0sn0Le3r84u
127,We,"Static & Ben El",26491,https://open.spotify.com/track/6PJHBGFNX7v827ckmkyKqC
128,"איך את אוהבת","Eden Hason",26435,https://open.spotify.com/track/4j6zwZXmowzteSNjeqq1np
129,ROXANNE,"Arizona Zervas",26332,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
130,"איך אפשר","Jane Bordeaux",26264,https://open.spotify.com/track/7o6UDPFWtYrjUZnRvi1dvO
131,בסיבוב,Tuna,26232,https://open.spotify.com/track/5RnhWaP5VD3eJN3J0chPmh
132,"רודף אהבה בימים","Idan Rafael Haviv",26079,https://open.spotify.com/track/3J13LKZnpiYvcpV5kiKre0
133,"שונה מהנוף","Eden Ben Zaken",25965,https://open.spotify.com/track/2UhjGvpY50QoOtT0qV3Wy0
134,"אור גדול","Amir Dadon",25912,https://open.spotify.com/track/3rKq9QQzb28Klhwh1LK9nn
135,"אחת ולתמיד","Ishay Ribo",25862,https://open.spotify.com/track/3bgNXXL7TjlBDOl36wLWHk
