,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
83,"RITMO (Bad Boys For Life)","Black Eyed Peas",49234,https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
84,"La Jeepeta","Nio Garcia",49221,https://open.spotify.com/track/4RaWbMItxVbuUExNkFsITP
85,"Te Vi","Piso 21",49029,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
86,"La Bella y la Bestia",Reik,47978,https://open.spotify.com/track/0G0p7mc4wEaQTsUpzEmkEs
87,"QUE PRETENDES","J Balvin",47840,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
88,"Soltera - Remix",Lunay,47660,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
89,Confía,Sech,46912,https://open.spotify.com/track/5kbps8unnGH4raN5WduZuq
90,Indeciso,Reik,46726,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
91,"11 PM",Maluma,46618,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
92,Girl,"Myke Towers",45982,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
93,"El Mismo Aire",Camilo,45682,https://open.spotify.com/track/3a29UVSEIj6x3YcfKs2rdi
94,"A Mí","Rels B",44489,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
95,"ily (i love you baby) (feat. Emilee)","Surf Mesa",44362,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
96,"Como Llora",Juanfran,44262,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui
97,Djadja,"Aya Nakamura",43979,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
98,"No Te Vayas",Camilo,43673,https://open.spotify.com/track/1q1sjzJpUYEkTbA9Uz0qrU
99,"Tal Vez","Paulo Londra",43272,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
100,"Un Año","Sebastian Yatra",42939,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
